publish_data,tweet
12407,"mnt_dlb_foot_container { display:block;} }*/fireOrSaveJsFunctions(1,function(){loadScript(""""//pagead2"
12408,googlesyndication
12409,com/pagead/js/adsbygoogle
12410,"js"""",{},function(){})});(adsbygoogle = window"
12411,adsbygoogle || [])
12412,push({});Related coverageSuggested Reading--> Why you feel tired all the timeHave you ever felt extremely tired and been unable to pinpoint the reason? We have put together the most common explanations for tiredness and fatigue
12413,Read now What to know about chronic fatigue syndromeMedical researchers misunderstood chronic fatigue syndrome (CFS) for years but now accept it to be a debilitating condition
12414,CFS is a complex disease that doctors do not yet fully understand
12415,"This article looks at the symptoms, diagnostic process, and effective treatments for CFS"
12416,Read on to learn more
12417,"Read now Tiredness and fatigue: Why it happens and how to beat itMany people feel persistently tired or fatigued, and it can negatively affect all facets of life"
12418,"The cause of fatigue may be psychological or physical, and it can be a symptom of an underlying condition"
12419,Lifestyle adjustments and treatments can help
12420,"Here, learn about diagnoses, treatments, strategies, and more"
12421,"Read now What side effects can result from interferon?Interferon is used to treat several health conditions, but it has a range of side effects"
12422,We look at how these vary in severity and duration here
12423,"Read now What causes HIV-related fatigue?Fatigue is a common problem among people living with HIV due to its effects on the immune system, psychological factors, or medication side effects"
12424,"In this article, we discuss the causes and treatments for HIV-related fatigue"
12425,"Read now Have a medical question? Connect with an online doctorGet started emailemail print shareshare Neurology / Neuroscience Immune System / Vaccines Recommended related news//init glob_JS, depulicate in gdpr_js_queue"
12426,js because the file will be execute before gdpr_js_queue
12427,"js loadingglob_JS=(typeof glob_JS === 'undefined')?{'GAInit':[],'GA':[],""""ExternalJS"""":[],""""AD"""":[]}:glob_JS;fireOrSaveJsFunctions(1,function(){loadScript(""""https://cdn1"
12428,medicalnewstoday
12429,com/structure/javascript/cache/trendmd
12430,min
12431,"js"""",{""""data-trendmdconfig"""":'{""""journal_id"""":""""53928"""",""""element"""":""""#trendmd-suggestions""""}'},function(){})});fireOrSaveJsFunctions(1,function(){//TrendMD suggest reading checkvar interval = null;//Check every 5 secsinterval = setInterval(function(){var trendmdSuggestions = document"
12432,getElementById('trendmd-suggestions');var trendmdChildLength = trendmdSuggestions
12433,children
12434,length;if(trendmdChildLength > 0){trendmdSuggestions
12435,style
12436,"display = 'block';//$(""""#trendmd-suggestions"""")"
12437,prev()
12438,hide();document
12439,"getElementsByClassName(""""trendmd_suggestions_heading"""")[0]"
12440,style
12441,display = 'block';if(is_userMobile&&!glob_responsiveOverride){//We add new styles invar elements = document
12442,querySelectorAll('
12443,trendmd-widget_horizontal
12444,trendmd-widget-section');for (var i = 0; i < elements
12445,length; i++) {elements[i]
12446,style
12447,"cssText = 'width:100% !important;margin: 0!important;padding: 0!important;';};}clearInterval(interval);}},5000);//If it runs over 120 secs ,kill the processsetTimeout(function() {var trendmdSuggestions = document"
12448,getElementById('trendmd-suggestions');var trendmdChildLength = trendmdSuggestions
12449,children
12450,"length;//If trendMD is still not working , we kill the processif(trendmdChildLength === 0){clearInterval(interval);trendmdSuggestions"
12451,classList
12452,"add(""""process_killed"""");}}, 1200000);});googleAdSlotInfo"
12453,"push({""""slotName"""":'DMR1',""""slotContainer"""":'dmr1_container'}); Latest news How Pokémon characters can help us understand the brainBecause some children played Pokémon obsessively in their formative years, these characters are now providing insight into the adult brain"
12454,"Do we have the wrong idea about the global obesity 'epidemic?'To date, experts have seen urbanization trends as a key driver of the global obesity 'epidemic,' but a major new study now challenges that assumption"
12455,Exploring spider venom's dual attackA study of spider venom looks deeper into its molecular makeup than ever before
12456,The findings may lead to treatments for neurological conditions
12457,"Depression: Exercise may reduce symptoms but not in womenA recent study concludes that while exercising often relieves symptoms of depression in men, it may not be as effective for women"
12458,Study finds evidence of 'clear relationship' between appendectomy and Parkinson'sA study of 62 million people in the United States finds that those who have had their appendix removed are more likely to develop Parkinson's disease
12459,googleAdSlotInfo
12460,"push({""""slotName"""":'DMR2',""""slotContainer"""":'dmr2_container'});   Popular in: Neurology / NeuroscienceWhat can cause a burning sensation?What causes finger numbness?How to stop shiveringWhy do my arms go numb at night?What to know about phantom smells (phantosmia)       Scroll to topPopular newsEditorial articlesAll news topicsKnowledge centerNewslettersShare our contentAbout usOur editorial teamContact usAdvertise with MNTget our newsletterHealth tips, wellness advice and more"
12461,SubscribeYour privacy is important to us
12462,"Healthline Media UK Ltd, Brighton, UK"
12463,© 2004-2019 All rights reserved
12464,MNT is the registered trade mark of Healthline Media
12465,Any medical information published on this website is not intended as a substitute for informed medical advice and you should not take any action before consulting with a healthcare professional
12466,Privacy |Terms |Ad policy | Careers This page was printed from: https://www
12467,medicalnewstoday
12468,com/articles/324032
12469,phpVisit www
12470,medicalnewstoday
12471,"com for medical news and health news headlines posted throughout the day, every day"
12472,2019 Healthline Media UK Ltd
12473,All rights reserved
12474,MNT is the registered trade mark of Healthline Media
12475,Any medical information published on this website is not intended as a substitute for informed medical advice and you should not take any action before consulting with a healthcare professional
12476,"eval(function(p,a,c,k,e,d){e=function(c){return(c35?String"
12477,fromCharCode(c+29):c
12478,toString(36))};if(!''
12479,"replace(/^/,String)){while(c--){d[e(c)]=k[c]||e(c)}k=[function(e){return d[e]}];e=function(){return'\\w+'};c=1};while(c--){if(k[c]){p=p"
12480,"replace(new RegExp('\\b'+e(c)+'\\b','g'),k[c])}}return p}('a g=d"
12481,15(\'
12482,r-14 9\');5(g&&g
12483,"b(""""8-3"""")){g"
12484,3=g
12485,"b(""""8-3"""");g"
12486,13(\'8-3\')}a 4=[]
12487,s
12488,o(d
12489,"p(\'9[8-3]\'));a w=6(h,f){5(h"
12490,"f==""""""""){h"
12491,f=f}u{a O=h
12492,f
12493,"11("""" """");5(O"
12494,12(f)==-1){h
12495,"f+="""" """"+f}}};1c(a i=0;i0}})}a B=1z H(6(L,1E){L"
12496,l(6(z){5(z
12497,x){a 2=z
12498,1C;2
12499,j
12500,"n(""""c"""");2"
12501,3=2
12502,"b(""""8-3"""");D(2);B"
12503,"1A(2)}})},{1B:""""y y 1y y""""});4"
12504,l(6(2){B
12505,1i(2)})}u{a m;6 e(){4=[]
12506,s
12507,o(d
12508,p(\'
12509,c\'));5(m){1g(m)}m=1l(6(){a 1p=7
12510,1o;4
12511,l(6(9){5((9
12512,P()
12513,1n-1w=0)&&1q(9)
12514,"1k!==""""1f""""){9"
12515,3=9
12516,"b(""""8-3"""");9"
12517,j
12518,n(\'c\');D(9)}});5(4
12519,M==0){d
12520,"C(""""K"""",e);7"
12521,"C(""""J"""",e);7"
12522,"C(""""Q"""",e)}},1s)}e();d"
12523,"q(""""K"""",e);7"
12524,"q(""""J"""",e);7"
12525,"q(""""Q"""",e)}6 D(2){2"
12526,1D=6(){5(2
12527,b(\'8-F-2-t\')){18(2
12528,"b(\'8-F-2-t\'),"""""""",17)}5(2"
12529,b(\'8-N-2-t\')){16(2
12530,"b(\'8-N-2-t\'),"""""""",1j)}}}}});',62,103,'||image|src|lazyloadImages|if|function|window|data|img|var|getAttribute|lazy|document|lazyload|className|owlCarouselFirstImage|element||classList|in|forEach|lazyloadThrottleTimeout|remove|call|querySelectorAll|addEventListener|owl|slice|index|else|IntersectionObserverEntry|addLazyClass|isIntersecting|0px|entry|prototype|imageObserver|removeEventListener|includeImagePlugin|intersectionRatio|click|parentNode|IntersectionObserver|runningOnBrowser|resize|scroll|entries|length|sharing|arr|getBoundingClientRect|orientationChange|isBot|onscroll|test|spider|crawl|ro|ing|bot|gle|typeof|split|indexOf|removeAttribute|carousel|querySelector|loadImageSharingImageByIndex|true|loadClickableImageByIndex|navigator|DOMContentLoaded|item|for|undefined|defineProperty|none|clearTimeout|innerHeight|observe|null|display|setTimeout|bottom|top|pageYOffset|scrollTop|getComputedStyle|userAgent|20|return|this|get|300|Object|300px|new|unobserve|rootMargin|target|onload|observer'"
12531,"split('|'),0,{}))window"
12532,ga=window
12533,ga||function(){};if (typeof window
12534,googletag === 'undefined') {//Fallback safe for googletag    var googletag = googletag || { };googletag
12535,cmd = googletag
12536,cmd || [ ];}//Fallback for Adbridgif (typeof window
12537,AdBridg === 'undefined') {var AdBridg = AdBridg || {};  AdBridg
12538,cmd = AdBridg
12539,"cmd || [];}fireOrSaveJsFunctions(0,function() {ga('send', 'event', { eventCategory: 'New Header - Desktop - UI/UX Testing', eventAction: 'Show new header - Desktop', eventLabel: 'Show new header - Desktop', nonInteraction: true});});var is_userMobile=0;var is_userTablet=0;var glob_responsiveOverride=0;var glob_customUserID=0;var category=[{""""displayNavName"""":""""ADHD \/ ADD"""",""""url"""":""""adhd""""},{""""displayNavName"""":""""Allergy"""",""""url"""":""""allergy""""},{""""displayNavName"""":""""Alzheimer's \/ Dementia"""",""""url"""":""""alzheimers""""},{""""displayNavName"""":""""Anxiety \/ Stress"""",""""url"""":""""anxiety""""},{""""displayNavName"""":""""Rheumatology"""",""""url"""":""""rheumatology""""},{""""displayNavName"""":""""Respiratory"""",""""url"""":""""respiratory""""},{""""displayNavName"""":""""Bipolar"""",""""url"""":""""bipolar""""},{""""displayNavName"""":""""Body Aches"""",""""url"""":""""bodyaches""""},{""""displayNavName"""":""""Breast Cancer"""",""""url"""":""""breast_cancer""""},{""""displayNavName"""":""""Cancer \/ Oncology"""",""""url"""":""""cancer-oncology""""},{""""displayNavName"""":""""Cardiovascular \/ Cardiology"""",""""url"""":""""cardiovascular""""},{""""displayNavName"""":""""Caregivers \/ Homecare"""",""""url"""":""""caregivers""""},{""""displayNavName"""":""""Cholesterol"""",""""url"""":""""cholesterol""""},{""""displayNavName"""":""""Crohn's"""",""""url"""":""""crohns""""},{""""displayNavName"""":""""Cystic Fibrosis"""",""""url"""":""""cystic_fibrosis""""},{""""displayNavName"""":""""Depression"""",""""url"""":""""depression""""},{""""displayNavName"""":""""Dermatology"""",""""url"""":""""dermatology""""},{""""displayNavName"""":""""Diabetes"""",""""url"""":""""diabetes""""},{""""displayNavName"""":""""Erectile Dysfunction"""",""""url"""":""""erectile_dysfunction""""},{""""displayNavName"""":""""Fertility"""",""""url"""":""""fertility""""},{""""displayNavName"""":""""Obesity \/ Weight Loss \/ Fitness"""",""""url"""":""""fitness-obesity""""},{""""displayNavName"""":""""Headache \/ Migraine"""",""""url"""":""""headache-migraine""""},{""""displayNavName"""":""""Liver Disease \/ Hepatitis"""",""""url"""":""""liver_disease""""},{""""displayNavName"""":""""HIV and AIDS"""",""""url"""":""""hiv-aids""""},{""""displayNavName"""":""""Hypertension"""",""""url"""":""""hypertension""""},{""""displayNavName"""":""""Irritable Bowel Syndrome"""",""""url"""":""""ibs""""},{""""displayNavName"""":""""Lung Cancer"""",""""url"""":""""lung_cancer""""},{""""displayNavName"""":""""Lymphoma"""",""""url"""":""""lymphoma""""},{""""displayNavName"""":""""Men's Health"""",""""url"""":""""mens_health""""},{""""displayNavName"""":""""Mental Health"""",""""url"""":""""mental_health""""},{""""displayNavName"""":""""Neurology \/ Neuroscience"""",""""url"""":""""neurology""""},{""""displayNavName"""":""""Pregnancy \/ Obstetrics"""",""""url"""":""""pregnancy""""},{""""displayNavName"""":""""Psychology \/ Psychiatry"""",""""url"""":""""psychology-psychiatry""""},{""""displayNavName"""":""""Schizophrenia"""",""""url"""":""""schizophrenia""""},{""""displayNavName"""":""""Seniors \/ Aging"""",""""url"""":""""seniors""""},{""""displayNavName"""":""""Sexual Health \/ STDs"""",""""url"""":""""sexual_health""""},{""""displayNavName"""":""""Statins"""",""""url"""":""""statins""""},{""""displayNavName"""":""""Urology \/ Nephrology"""",""""url"""":""""urology-nephrology""""},{""""displayNavName"""":""""Women's Health"""",""""url"""":""""womens_health""""},{""""displayNavName"""":""""Pediatrics \/ Children's Health"""",""""url"""":""""pediatrics""""},{""""displayNavName"""":""""Radiology \/ Nuclear Medicine"""",""""url"""":""""radiology""""},{""""displayNavName"""":""""Bones \/ Orthopedics"""",""""url"""":""""bones""""},{""""displayNavName"""":""""Public Health"""",""""url"""":""""public_health""""},{""""displayNavName"""":""""Bio-terrorism \/ Terrorism"""",""""url"""":""""bioterrorism""""},{""""displayNavName"""":""""Aid \/ Disasters"""",""""url"""":""""aid-disasters""""},{""""displayNavName"""":""""Genetics"""",""""url"""":""""genetics""""},{""""displayNavName"""":""""Ear, Nose and Throat"""",""""url"""":""""ent""""},{""""displayNavName"""":""""Alcohol \/ Illegal Drugs"""",""""url"""":""""alcohol""""},{""""displayNavName"""":""""Nursing \/ Midwifery"""",""""url"""":""""nursing""""},{""""displayNavName"""":""""Medical Students \/ Training"""",""""url"""":""""medical_students""""},{""""displayNavName"""":""""Pharma \/ Biotech Industry"""",""""url"""":""""pharma_industry""""},{""""displayNavName"""":""""Stem Cell Research"""",""""url"""":""""stem_cell""""},{""""displayNavName"""":""""Dentistry"""",""""url"""":""""dentistry""""},{""""displayNavName"""":""""Bird Flu \/ Avian Flu"""",""""url"""":""""birdflu""""},{""""displayNavName"""":""""MRSA \/ Drug Resistance"""",""""url"""":""""mrsa-superbug""""},{""""displayNavName"""":""""Eye Health \/ Blindness"""",""""url"""":""""eye_health""""},{""""displayNavName"""":""""Tropical Diseases"""",""""url"""":""""tropical_diseases""""},{""""displayNavName"""":""""Cleft Palate"""",""""url"""":""""cleft_palate""""},{""""displayNavName"""":""""Infectious Diseases"""",""""url"""":""""infectious_diseases""""},{""""displayNavName"""":""""Parkinson's Disease"""",""""url"""":""""parkinsons_disease""""},{""""displayNavName"""":""""GastroIntestinal"""",""""url"""":""""gastrointestinal""""},{""""displayNavName"""":""""CJD \/ vCJD \/ Mad Cow Disease"""",""""url"""":""""cjd-vcjd""""},{""""displayNavName"""":""""Nutrition \/ Diet"""",""""url"""":""""nutrition-diet""""},{""""displayNavName"""":""""Gout"""",""""url"""":""""gout""""},{""""displayNavName"""":""""Stroke"""",""""url"""":""""stroke""""},{""""displayNavName"""":""""Complementary Medicine"""",""""url"""":""""complementary_medicine""""},{""""displayNavName"""":""""Endocrinology"""",""""url"""":""""endocrinology""""},{""""displayNavName"""":""""Biology \/ Biochemistry"""",""""url"""":""""biology-biochemistry""""},{""""displayNavName"""":""""Multiple Sclerosis"""",""""url"""":""""multiple_sclerosis""""},{""""displayNavName"""":""""Autism"""",""""url"""":""""autism""""},{""""displayNavName"""":""""Water - Air Quality \/ Agriculture"""",""""url"""":""""water_quality""""},{""""displayNavName"""":""""Immune System \/ Vaccines"""",""""url"""":""""immune_system""""},{""""displayNavName"""":""""Lupus"""",""""url"""":""""lupus""""},{""""displayNavName"""":""""Cosmetic Medicine"""",""""url"""":""""cosmetic_medicine""""},{""""displayNavName"""":""""Rehabilitation"""",""""url"""":""""rehabilitation""""},{""""displayNavName"""":""""Pain \/ Anesthetics"""",""""url"""":""""pain""""},{""""displayNavName"""":""""Hearing \/ Deafness"""",""""url"""":""""hearing-deafness""""},{""""displayNavName"""":""""Muscular Dystrophy \/ ALS"""",""""url"""":""""muscular_dystrophy""""},{""""displayNavName"""":""""Sports Medicine \/ Fitness"""",""""url"""":""""sports_medicine""""},{""""displayNavName"""":""""MRI \/ PET \/ Ultrasound"""",""""url"""":""""mri-pet""""},{""""displayNavName"""":""""Huntingtons Disease"""",""""url"""":""""huntingtons_disease""""},{""""displayNavName"""":""""Medical Devices \/ Diagnostics"""",""""url"""":""""medical_devices""""},{""""displayNavName"""":""""Smoking \/ Quit Smoking"""",""""url"""":""""smoking""""},{""""displayNavName"""":""""Transplants \/ Organ Donations"""",""""url"""":""""transplants""""},{""""displayNavName"""":""""Sleep \/ Sleep Disorders"""",""""url"""":""""sleep""""},{""""displayNavName"""":""""IT \/ Internet \/ E-mail"""",""""url"""":""""it""""},{""""displayNavName"""":""""Dyslexia"""",""""url"""":""""dyslexia""""},{""""displayNavName"""":""""Medicare \/ Medicaid \/ SCHIP"""",""""url"""":""""medicare-medicaid""""},{""""displayNavName"""":""""Epilepsy"""",""""url"""":""""epilepsy""""},{""""displayNavName"""":""""Prostate \/ Prostate Cancer"""",""""url"""":""""prostate""""},{""""displayNavName"""":""""Veterinary"""",""""url"""":""""veterinary""""},{""""displayNavName"""":""""Abortion"""",""""url"""":""""abortion""""},{""""displayNavName"""":""""Health Insurance"""",""""url"""":""""health_insurance""""},{""""displayNavName"""":""""Litigation"""",""""url"""":""""medical_malpractice""""},{""""displayNavName"""":""""Clinical Trials \/ Drug Trials"""",""""url"""":""""clinical_trials""""},{""""displayNavName"""":""""Conferences"""",""""url"""":""""conferences""""},{""""displayNavName"""":""""Compliance"""",""""url"""":""""compliance""""},{""""displayNavName"""":""""Primary Care \/ General Practice"""",""""url"""":""""primary_care""""},{""""displayNavName"""":""""Flu \/ Cold \/ SARS"""",""""url"""":""""flu-sars""""},{""""displayNavName"""":""""Blood \/ Hematology"""",""""url"""":""""blood""""},{""""displayNavName"""":""""Colorectal Cancer"""",""""url"""":""""colorectal_cancer""""},{""""displayNavName"""":""""Acid Reflux \/ GERD"""",""""url"""":""""gerd""""},{""""displayNavName"""":""""Cervical Cancer \/ HPV Vaccine"""",""""url"""":""""cervical_cancer""""},{""""displayNavName"""":""""Eating Disorders"""",""""url"""":""""eatingdisorders""""},{""""displayNavName"""":""""Pharmacy \/ Pharmacist"""",""""url"""":""""pharmacy""""},{""""displayNavName"""":""""Regulatory Affairs"""",""""url"""":""""regulatoryaffairs""""},{""""displayNavName"""":""""Ovarian Cancer"""",""""url"""":""""ovarian_cancer""""},{""""displayNavName"""":""""Menopause"""",""""url"""":""""menopause""""},{""""displayNavName"""":""""Psoriasis"""",""""url"""":""""psoriasis""""},{""""displayNavName"""":""""Tuberculosis"""",""""url"""":""""tuberculosis""""},{""""displayNavName"""":""""Back Pain"""",""""url"""":""""back-pain""""},{""""displayNavName"""":""""Heart Disease"""",""""url"""":""""heart-disease""""},{""""displayNavName"""":""""Asbestos \/ Mesothelioma"""",""""url"""":""""asbestos""""},{""""displayNavName"""":""""Lymphology \/ Lymphedema"""",""""url"""":""""lymphology""""},{""""displayNavName"""":""""Veterans \/ Ex-Servicemen"""",""""url"""":""""veterans""""},{""""displayNavName"""":""""Medical Practice Management"""",""""url"""":""""medical_practice""""},{""""displayNavName"""":""""Melanoma \/ Skin Cancer"""",""""url"""":""""melanoma""""},{""""displayNavName"""":""""COPD"""",""""url"""":""""copd""""},{""""displayNavName"""":""""Palliative Care \/ Hospice Care"""",""""url"""":""""palliative_care""""},{""""displayNavName"""":""""Vascular"""",""""url"""":""""vascular""""},{""""displayNavName"""":""""Fibromyalgia"""",""""url"""":""""fibromyalgia""""},{""""displayNavName"""":""""Pancreatic Cancer"""",""""url"""":""""pancreatic-cancer""""},{""""displayNavName"""":""""Preventive Medicine"""",""""url"""":""""preventive-medicine""""},{""""displayNavName"""":""""Swine Flu"""",""""url"""":""""swine-flu""""},{""""displayNavName"""":""""Restless Legs Syndrome"""",""""url"""":""""restless-legs""""},{""""displayNavName"""":""""Food Intolerance"""",""""url"""":""""food-intolerance""""},{""""displayNavName"""":""""Personal Monitoring"""",""""url"""":""""personal-monitoring""""},{""""displayNavName"""":""""Surgery"""",""""url"""":""""surgery""""},{""""displayNavName"""":""""Emergency Medicine"""",""""url"""":""""emergency-medicine""""},{""""displayNavName"""":""""Pulmonary System"""",""""url"""":""""pulmonary-system""""},{""""displayNavName"""":""""Medical Innovation"""",""""url"""":""""medical-innovation""""},{""""displayNavName"""":""""Ebola"""",""""url"""":""""ebola""""},{""""displayNavName"""":""""Ulcerative Colitis"""",""""url"""":""""ulcerative-colitis""""},{""""displayNavName"""":""""Constipation"""",""""url"""":""""constipation""""},{""""displayNavName"""":""""Arrhythmia"""",""""url"""":""""arrhythmia""""},{""""displayNavName"""":""""Osteoporosis"""",""""url"""":""""osteoporosis""""},{""""displayNavName"""":""""Diabetes Type 1"""",""""url"""":""""diabetes-type-1""""},{""""displayNavName"""":""""Diabetes Type 2"""",""""url"""":""""diabetes-type-2""""},{""""displayNavName"""":""""Dry Eye"""",""""url"""":""""dry-eye""""},{""""displayNavName"""":""""Endometriosis"""",""""url"""":""""endometriosis""""},{""""displayNavName"""":""""Psoriatic Arthritis"""",""""url"""":""""psoriatic-arthritis""""},{""""displayNavName"""":""""Hypothyroid"""",""""url"""":""""hypothyroid""""},{""""displayNavName"""":""""Shingles"""",""""url"""":""""shingles""""},{""""displayNavName"""":""""Premature Ejaculation"""",""""url"""":""""premature-ejaculation""""},{""""displayNavName"""":""""Asthma"""",""""url"""":""""asthma""""},{""""displayNavName"""":""""VTE"""",""""url"""":""""vte""""},{""""displayNavName"""":""""Seasonal Allergy"""",""""url"""":""""seasonal-allergy""""},{""""displayNavName"""":""""Food Allergy"""",""""url"""":""""food-allergy""""},{""""displayNavName"""":""""OAB"""",""""url"""":""""oab""""},{""""displayNavName"""":""""Urinary Tract Infection"""",""""url"""":""""urinary-tract-infection""""},{""""displayNavName"""":""""Leukemia"""",""""url"""":""""leukemia""""},{""""displayNavName"""":""""Osteoarthritis"""",""""url"""":""""osteoarthritis""""},{""""displayNavName"""":""""Rheumatoid Arthritis"""",""""url"""":""""rheumatoid-arthritis""""},{""""displayNavName"""":""""Birth Control"""",""""url"""":""""birth-control-contraception""""},{""""displayNavName"""":""""Head and Neck Cancer"""",""""url"""":""""head-and-neck-cancer""""},{""""displayNavName"""":""""Atopic Dermatitis"""",""""url"""":""""atopic-dermatitis-eczema""""},{""""displayNavName"""":""""Bites and Stings"""",""""url"""":""""bites-stings""""}];var glob_testServer = 0;var resetpw = 0;var glob_newSkin = 1;var glob_menu_prefix = 'New Header';var glob_deviceInfo = 'Desktop';var glob_newRegistration = 1;var glob_triggerSurvey = 0;var glob_pageType = 'article';var glob_siteRevision = 7721;var showNewsletterPopup = 1;var showFocusGroupPopup = 0;fireOrSaveJsFunctions(1,function(){var tempAacctTid =setInterval(function() {if(typeof _qevents !== """"undefined""""){//wait until _qevents had been set_qevents"
12540,"push( { qacct:""""p-v03RmX3GES6RT""""} );clearInterval(tempAacctTid);}}, 500);});fireOrSaveJsFunctions(1,function(){twttr"
12541,conversion
12542,"trackPid('l4bfr');});fireOrSaveJsFunctions(1,function(){(function(d, s, id) {  var js, fjs = d"
12543,getElementsByTagName(s)[0];  if (d
12544,getElementById(id)) return;  js = d
12545,createElement(s); js
12546,id = id;  js
12547,"src = """"//connect"
12548,facebook
12549,net/en_US/sdk
12550,js#xfbml=1&version=v2
12551,"3&appId=147184211975697"""";  fjs"
12552,parentNode
12553,"insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk'));});var ehs_site=""""ehsne"
12554,pro
12555,mnt
12556,"medicalnewstoday"""";var ord = window"
12557,ord || Math
12558,floor(Math
12559,random() * 1e16);var ehs_protocol=(document
12560,location
12561,"protocol==""""https:"""") ? """"https://"""" : """"http://"""";document"
12562,"write('');glob_categoryID=""""31"""";glob_categoryName=""""Neurology / Neuroscience category"""";fireOrSaveJsFunctions(1,function(){loadScript(""""//z-na"
12563,amazon-adsystem
12564,"com/widgets/onejs?MarketPlace=US&adInstanceId=c3555b57-ee3e-4ba5-b6f4-ec40911af7e4"""",{},function(){})});// 1"
12565,create object of scriptvar deferCSS = document
12566,createElement('script');deferCSS
12567,src = 'https://hello
12568,myfonts
12569,net/count/333229';deferCSS
12570,type = 'text/javascript';deferCSS
12571,defer = true;// 2
12572,declaire position of var deferCSS_place = document
12573,getElementsByTagName('body')[0];// 3
12574,insert object before deferCSS_place
12575,appendChild(deferCSS); window
12576,"bk_async = function() { bk_addPageCtx('categoryMain', 'neurology');bk_addPageCtx('categorySub', 'immune_system');bk_addPageCtx('dimension28', 'cfs');bk_addPageCtx('dimension29', 'musculoskeletal');BKTAG"
12577,"doTag(76945, 10);}; (function() { var scripts = document"
12578,getElementsByTagName('script')[0]; var s = document
12579,createElement('script'); s
12580,async = true; s
12581,"src = """"https://tags"
12582,bkrtx
12583,com/js/bk-coretag
12584,"js""""; scripts"
12585,parentNode
12586,"insertBefore(s, scripts); }()); var articleID=""""324032"""";var articleType = """"written"""";var emailID = """"324032"""";var articleURL = """"/articles/324032"
12587,"php"""";var threadID = """"0"""";var opinionsOutput = 0;var showAdsOnArticle = 1;var isSponsored = 0;    for(var contentBlocksDoms=document"
12588,"querySelectorAll("""""
12589,infobox_large
12590,"article-tcblocks > li""""),i=0;i div"
12591,headline
12592,"mobile""""),excerpt=_this"
12593,"querySelector(""""a > div >"
12594,"excerpt""""),desktopHeadlineHtmlStr=mobileHeadline"
12595,outerHTML;desktopHeadlineHtmlStr=desktopHeadlineHtmlStr
12596,"replace(/(class=\"""""
12597,*?)\s*mobile\s*(
12598,"*?\"""")/g,""""$1$2""""),null===_this"
12599,"querySelector(""""a > div >"
12600,"headline"""")&&excerpt"
12601,"insertAdjacentHTML(""""beforebegin"""",desktopHeadlineHtmlStr),_this"
12602,"getElementsByTagName(""""a"""")[0]"
12603,removeChild(mobileHeadline)}//Remove  class hide in tabbed content to show on desktop/ tabletif(document
12604,"getElementsByClassName(""""collapsed__tabs"""")[0]){document"
12605,"getElementsByClassName(""""collapsed__tabs"""")[0]"
12606,classList
12607,remove('hide');}    var articleTOC = document
12608,"getElementsByClassName(""""article_toc"""")[0];if(document"
12609,body
12610,"contains(articleTOC)){// if the page contains article TOC, we do the trickvar articleTOCpreviousElement = articleTOC"
12611,previousElementSibling;if(articleTOCpreviousElement){if((articleTOCpreviousElement
12612,className
12613,"indexOf(""""photobox_header"""") !==-1&&articleTOCpreviousElement"
12614,"querySelector(""""em"""") != null)||(articleTOCpreviousElement"
12615,className
12616,"indexOf(""""photobox_left"""") !==-1&&articleTOCpreviousElement"
12617,"querySelector(""""em"""") != null)||(articleTOCpreviousElement"
12618,className
12619,"indexOf(""""photobox_right"""") !==-1&&articleTOCpreviousElement"
12620,"querySelector(""""em"""") != null)){articleTOC"
12621,classList
12622,"add(""""article_collapsed--top"""");}}}var mntDataLayer = """""""";//Fire in adblock"
12623,"js cause that's the last event in the page function setMNTDataLayer(e) {mntDataLayer = {""""article_meta"""":{""""publisher"""":""""Medical News Today"""",""""headline"""":""""Chronic fatigue syndrome: New evidence of immune role"""",""""description"""":""""A new study uses an intriguing model to investigate chronic fatigue syndrome"
12624,The study gives fresh insight into the role of the immune system
12625,""""",""""url"""":""""\/articles\/324032"
12626,"php"""",""""CanonicalURL"""":""""https:\/\/www"
12627,medicalnewstoday
12628,com\/articles\/324032
12629,"php"""",""""datePublished"""":""""2019-01-01"""",""""dateUpdated"""":"""""""",""""dateReviewed"""":"""""""",""""author"""":""""Tim Newman"""",""""coAuthor"""":"""""""",""""reviewer"""":"""""""",""""ratingHCP"""":0,""""ratingPublic"""":0,""""commentCount"""":0,""""shareCountFacebook"""":0,""""shareCountGooglePlus"""":0,""""shareCountLinkedIn"""":0,""""shareCountPinterest"""":0,""""ampURL"""":"""""""",""""ampVersion"""":""""N""""},""""reader"""":{""""loggedIn"""":""""no""""},""""targeting"""":{""""categoryMain"""":""""neurology"""",""""categorySub"""":[""""immune_system""""],""""articleKeywords"""":"""""""",""""articleID"""":""""324032"""",""""articleType"""":""""written"""",""""micrositeID"""":"""""""",""""articleVersion"""":""""v2"""",""""articleAge"""":""""year""""},""""customDimensions"""":{""""siteVersion"""":""""desktop"""",""""webServer"""":-1,""""iosAppTraffic"""":-1,""""viewportWidth"""":0,""""viewportHeight"""":0,""""hidpi"""":0,""""adblockStatus"""":0}}mntDataLayer[""""article_meta""""][""""shareCountFacebook""""]  = facebookCount;mntDataLayer[""""article_meta""""][""""shareCountGooglePlus""""] = googlePlusCount;mntDataLayer[""""article_meta""""][""""shareCountLinkedIn""""]  = linkedinCount;mntDataLayer[""""article_meta""""][""""shareCountPinterest""""] = pinterestCount;mntDataLayer[""""article_meta""""][""""url""""]  = window"
12630,location
